AMC,0.004272139135,0.0004281201229,0.000745101756,0.0009767241367,-0.0001998529705,0.000710007571,0.0008009544072,-2.00E-05,-0.0001802351271,0.0001492173011,0.0007602341345,0.0002380496357,0.0005051483558,8.47E-05,0.0004461056677
AME,0.0004281201229,0.0001520667908,7.51E-05,6.54E-05,2.46E-05,-5.54E-05,1.61E-05,7.62E-05,-3.53E-05,0.0001453420917,4.87E-05,-3.32E-05,0.0001756010827,5.36E-05,4.51E-05
CRL,0.000745101756,7.51E-05,0.0001395635622,0.0001696349277,-3.52E-05,0.0001156497595,0.0001387063642,-7.12E-06,-2.42E-05,3.54E-05,0.0001199540256,1.54E-05,0.0001240837394,2.43E-05,7.57E-05
DFS,0.0009767241367,6.54E-05,0.0001696349277,0.000233516119,-5.89E-05,0.0002005243343,0.000202399864,-2.79E-05,-3.73E-05,-4.54E-06,0.0001824342946,7.40E-05,7.79E-05,4.23E-06,0.0001024077455
DTE,-0.0001998529705,2.46E-05,-3.52E-05,-5.89E-05,2.77E-05,-8.46E-05,-6.37E-05,3.32E-05,9.69E-07,4.59E-05,-4.62E-05,-3.31E-05,2.56E-05,1.40E-05,-2.06E-05
DVN,0.000710007571,-5.54E-05,0.0001156497595,0.0002005243343,-8.46E-05,0.000270810477,0.0002080640703,-9.09E-05,-1.60E-05,-0.0001333224649,0.0001682261912,0.0001266160327,-8.90E-05,-4.59E-05,7.55E-05
FERG,0.0008009544072,1.61E-05,0.0001387063642,0.000202399864,-6.37E-05,0.0002080640703,0.0001879483959,-4.95E-05,-2.45E-05,-4.91E-05,0.0001595665052,8.05E-05,1.91E-05,-1.17E-05,8.37E-05
GIS,-2.00E-05,7.62E-05,-7.12E-06,-2.79E-05,3.32E-05,-9.09E-05,-4.95E-05,5.80E-05,-1.40E-05,8.87E-05,-1.79E-05,-3.20E-05,7.16E-05,2.88E-05,-1.21E-06
HD,-0.0001802351271,-3.53E-05,-2.42E-05,-3.73E-05,9.69E-07,-1.60E-05,-2.45E-05,-1.40E-05,1.72E-05,-2.11E-05,-3.68E-05,-2.24E-05,-1.66E-05,-1.76E-06,-2.11E-05
MSFT,0.0001492173011,0.0001453420917,3.54E-05,-4.54E-06,4.59E-05,-0.0001333224649,-4.91E-05,8.87E-05,-2.11E-05,0.0001700725611,-1.84E-05,-8.25E-05,0.000202076096,6.40E-05,1.46E-05
PRU,0.0007602341345,4.87E-05,0.0001199540256,0.0001824342946,-4.62E-05,0.0001682261912,0.0001595665052,-1.79E-05,-3.68E-05,-1.84E-05,0.0001587844531,8.98E-05,1.10E-05,-7.76E-06,8.18E-05
RARE,0.0002380496357,-3.32E-05,1.54E-05,7.40E-05,-3.31E-05,0.0001266160327,8.05E-05,-3.20E-05,-2.24E-05,-8.25E-05,8.98E-05,0.000114687024,-0.0001293535095,-4.63E-05,3.11E-05
RUN,0.0005051483558,0.0001756010827,0.0001240837394,7.79E-05,2.56E-05,-8.90E-05,1.91E-05,7.16E-05,-1.66E-05,0.000202076096,1.10E-05,-0.0001293535095,0.0003397517429,9.24E-05,4.68E-05
TMO,8.47E-05,5.36E-05,2.43E-05,4.23E-06,1.40E-05,-4.59E-05,-1.17E-05,2.88E-05,-1.76E-06,6.40E-05,-7.76E-06,-4.63E-05,9.24E-05,3.20E-05,6.10E-06
VIRT,0.0004461056677,4.51E-05,7.57E-05,0.0001024077455,-2.06E-05,7.55E-05,8.37E-05,-1.21E-06,-2.11E-05,1.46E-05,8.18E-05,3.11E-05,4.68E-05,6.10E-06,4.73E-05
