0.00017909136911010054,-1.0428873628195074e-06,1.8877412908263611e-06,8.55709592889146e-06,1.1049323631144117e-06,-3.451358632916568e-07,9.781020676493297e-07,4.548539184190403e-10,6.733146247356325e-07,-9.140700852246682e-08,6.901397527903086e-06,-0.0003468172712697768,8.308857020281983e-07,5.6568314422975975e-05,-1.2481996723985124e-05
-1.0428873628195074e-06,8.148810644777646e-09,-1.4304535195241995e-08,-5.4126727165130596e-08,-1.183959362031454e-08,6.36535371634217e-09,-8.153138932505874e-09,-5.119052404189972e-11,-1.7092522119899203e-09,8.047565299336886e-10,-2.9654720457017444e-08,4.298341777939085e-06,-5.561363961940439e-09,-3.8586106241670726e-07,1.1331795436257211e-07
1.8877412908263611e-06,-1.4304535195241995e-08,2.5181700447074462e-08,9.705274933713427e-08,2.027037854235303e-08,-1.058680121346356e-08,1.4230438383222577e-08,8.223796643669345e-11,3.5687940935780205e-09,-1.3981946156427227e-09,5.5940013288235946e-08,-7.291196987946336e-06,9.911458903610892e-09,6.863302538517857e-07,-1.9639367929147333e-07
8.55709592889146e-06,-5.4126727165130596e-08,9.705274933713427e-08,4.1775776195758973e-07,6.398315501495351e-08,-2.5506607381764468e-08,5.1821113881504274e-08,1.222126011501956e-10,2.7593467455400145e-08,-4.9314921960845e-09,3.0794895189423244e-07,-2.1288055617019186e-05,4.1196681778895204e-08,2.8197213490418114e-06,-6.805052079524495e-07
1.1049323631144117e-06,-1.183959362031454e-08,2.027037854235303e-08,6.398315501495351e-08,2.0892057491413613e-08,-1.3470835835693862e-08,1.2433508204493885e-08,1.2920475800370923e-10,-1.6046924344870208e-09,-1.2734473290680153e-09,1.515073622115892e-08,-8.07340303141113e-06,7.008746712629707e-09,4.960021093477115e-07,-1.8281328036569752e-07
-3.451358632916568e-07,6.36535371634217e-09,-1.058680121346356e-08,-2.5506607381764468e-08,-1.3470835835693862e-08,9.803943046282626e-09,-7.041147720432406e-09,-1.027269103115458e-10,3.3428030343785053e-09,7.47859330019196e-10,8.80154149562884e-09,5.449638961735337e-06,-3.11810974262805e-09,-2.2746237893223054e-07,1.0930995450464387e-07
9.781020676493297e-07,-8.153138932505874e-09,1.4230438383222577e-08,5.1821113881504274e-08,1.2433508204493885e-08,-7.041147720432406e-09,8.251046864267881e-09,5.994901797201635e-11,1.0591439947305048e-09,-8.217771648351876e-10,2.5221876365222325e-08,-4.591766216893722e-06,5.393687505887239e-09,3.757748294012468e-07,-1.1627181585131356e-07
4.548539184190403e-10,-5.119052404189972e-11,8.223796643669345e-11,1.222126011501956e-10,1.2920475800370923e-10,-1.027269103115458e-10,5.994901797201635e-11,1.1362577545526165e-12,-5.000608260807837e-11,-6.603689817197278e-12,-2.2878965388883898e-10,-5.4167182697573146e-08,1.9015483632145447e-11,1.4637380751914009e-09,-9.818553747820147e-10
6.733146247356325e-07,-1.7092522119899203e-09,3.5687940935780205e-09,2.7593467455400145e-08,-1.6046924344870208e-09,3.3428030343785053e-09,1.0591439947305048e-09,-5.000608260807837e-11,4.8876324654223424e-09,-5.336303621206183e-11,3.7169027189420945e-08,1.1238678722658157e-06,2.3535958459941497e-09,1.525318252815211e-07,-3.6377557910416414e-09
-9.140700852246682e-08,8.047565299336886e-10,-1.3981946156427227e-09,-4.9314921960845e-09,-1.2734473290680153e-09,7.47859330019196e-10,-8.217771648351876e-10,-6.603689817197278e-12,-5.336303621206183e-11,8.241809087058034e-11,-2.1398001148753565e-09,4.7611901610178364e-07,-5.189703759326628e-10,-3.628185267038712e-08,1.1704110356817546e-08
6.901397527903086e-06,-2.9654720457017444e-08,5.5940013288235946e-08,3.0794895189423244e-07,1.515073622115892e-08,8.80154149562884e-09,2.5221876365222325e-08,-2.2878965388883898e-10,3.7169027189420945e-08,-2.1398001148753565e-09,3.1940070854830083e-07,-1.8016609634186054e-06,2.835026036152044e-08,1.8934402334913616e-06,-2.748177501121774e-07
-0.0003468172712697768,4.298341777939085e-06,-7.291196987946336e-06,-2.1288055617019186e-05,-8.07340303141113e-06,5.449638961735337e-06,-4.591766216893722e-06,-5.4167182697573146e-08,1.1238678722658157e-06,4.7611901610178364e-07,-1.8016609634186054e-06,0.0031731029877975075,-2.4026414063432755e-06,-0.00017151600895315422,6.877595484768018e-05
8.308857020281983e-07,-5.561363961940439e-09,9.911458903610892e-09,4.1196681778895204e-08,7.008746712629707e-09,-3.11810974262805e-09,5.393687505887239e-09,1.9015483632145447e-11,2.3535958459941497e-09,-5.189703759326628e-10,2.835026036152044e-08,-2.4026414063432755e-06,4.106625058527176e-09,2.8210584736750494e-07,-7.206036516567889e-08
5.6568314422975975e-05,-3.8586106241670726e-07,6.863302538517857e-07,2.8197213490418114e-06,4.960021093477115e-07,-2.2746237893223054e-07,3.757748294012468e-07,1.4637380751914009e-09,1.525318252815211e-07,-3.628185267038712e-08,1.8934402334913616e-06,-0.00017151600895315422,2.8210584736750494e-07,1.9403000782144037e-05,-5.047579940150222e-06
-1.2481996723985124e-05,1.1331795436257211e-07,-1.9639367929147333e-07,-6.805052079524495e-07,-1.8281328036569752e-07,1.0930995450464387e-07,-1.1627181585131356e-07,-9.818553747820147e-10,-3.6377557910416414e-09,1.1704110356817546e-08,-2.748177501121774e-07,6.877595484768018e-05,-7.206036516567889e-08,-5.047579940150222e-06,1.665288120752025e-06
