Ticker,Price,Date,EPS,BVPS,PE,ROE,ROA,PB,ICR,DE,NPM,DY,DPR,EV,EV_EBITDA
MMM,162.30931091308594,2021-09-30,2.4884911492569346,25.21462789309851,16.305996402835472,0.3966804979253112,0.1188118811881188,6.437109109887423,16.025641025641026,1.2551175656984783,0.1603668083202863,0.0366081069163835,0.596931659693166,106802195366.66426,13.31034339066105
ABT,114.74122619628906,2021-09-30,1.183421282197512,19.39796541704893,24.23930258868263,0.2440299808262158,0.1138288501931025,5.915116545957065,19.74436090225564,0.5563593050955784,0.1946066166249652,0.0157359548622764,0.3814285714285714,213459141744.93408,16.962741715268123
ABBV,99.4847183227539,2021-09-30,1.796045197740113,7.655367231638418,13.847747045554769,0.938450184501845,0.0854236923779709,12.99542076983575,7.186241610738255,0.001180811808118,0.2216566727095244,0.0525873571969749,0.7282164202579428,163921951431.2744,6.627929461073687
ACHC,64.25,2021-09-30,0.7429327268831959,28.04867089070012,21.62039632765478,0.108650592372967,0.0575668587056423,2.290661124385144,105.16084788029926,0.5871335819319878,0.1156346123916461,0.000204942352339,0.0044309348818921,6951713310.25,15.497292120510236
ACN,326.2961120605469,2021-08-31,2.2354299105322943,30.8256220718155,36.49142727794697,0.2900742642369827,0.1312074439403534,10.58522391860783,147.15319411266086,0.0033566222588711,0.1055382686587451,0.0107956688512041,0.3939493648005152,198621022598.15137,24.93463481005628
AYI,184.330810546875,2021-08-31,2.7478991596638656,57.26890756302521,16.770157840273797,0.1919295671313279,0.1097591675757321,3.2186891350077955,22.655172413793103,0.2417706040596723,0.097023044209277,0.0029176626764392,0.0489296636085626,6583609936.5234375,11.615402146301054
ADM,57.97613525390625,2021-09-30,0.9326241134751772,26.923758865248228,15.54113131330947,0.095771314124448,0.0402309839764426,2.1533447667568733,11.59016393442623,0.0142928672219946,0.0258603736479842,0.025566890532708,0.3973384030418251,31929540283.203125,8.464883426087786
ADBE,664.6400146484375,2021-09-03,2.546218487394958,30.281512605042018,65.25755919402975,0.3363396697655058,0.1854345165238678,21.948705909022912,53.51851851851852,0.3250312196475649,0.308005082592122,0.0,0.0,316430646972.65625,51.77202993662569
ADP,191.8052215576172,2021-09-30,1.6599526066350712,12.679383886255923,28.88715328241058,0.5236698002130562,0.046709964792489,15.127329788123882,49.69189189189189,0.5619264769095632,0.1836076745648983,0.0194312448208815,0.5613133476088508,82346403497.31445,20.47399390783552
ADT,7.887771606445312,2021-09-30,-1.9934057904831493,50.05600511462234,-0.9892330558212038,-0.1592940376219385,-0.0272449210525428,0.157578927610848,32.66760961810467,-0.0181460824226111,-0.0837925598773314,0.2696981694436355,-0.2667943443081124,320883056.59484863,0.4865196416255505
WMS,108.51719665527344,2021-09-30,1.074454282333148,13.28144916377946,25.249375064063063,0.4335842374848788,0.120255770310984,8.170584046748182,1162.09375,1.8207931601409053,0.1067832947674641,0.0051614289174277,0.1303228546026353,8862915621.810913,16.236609426979285
ACM,62.82492446899414,2021-09-30,0.6719340381492995,19.76391995701019,23.37466213277129,0.1418633201473196,0.0327937198322066,3.178768412625065,121.64285714285714,0.825804156359333,0.028683880970839,0.3516219234467801,8.21904365904366,10005342988.690395,16.337921274804696
AES,21.474489212036133,2021-09-30,0.5144636050439566,5.2226305328369005,10.435378227679156,0.3940264215967834,0.0391664287753354,4.111814741061402,2.93801652892562,5.746984491671453,0.1129776021080369,0.0282175341396231,0.2944606413994169,32917338928.3758,8.501378855468957
AFL,49.93928909301758,2021-09-30,1.3397363073065416,50.62030696255528,9.31886536564376,0.105865522174535,0.0221174741744864,0.986546548008066,20.526315789473685,0.2365581783500238,0.1695627267519572,0.0262230818646973,0.2443693693693693,34829609778.76663,7.442224311702271
AGCO,116.24299621582033,2021-09-30,2.422689965452013,42.71310648411923,11.995240607905464,0.2288563494067154,0.0811013319316923,2.7214830712217,209.91666666666663,0.5117710174198434,0.0332721600293631,0.0068973853652409,0.0827357970215113,9783648488.853045,9.19515835418519
A,150.998779296875,2021-07-31,0.8712871287128713,16.323432343234323,43.32635428688743,0.2135058633238981,0.1006577066056619,9.250430676698974,16.571428571428573,0.5778406793368378,0.1686900958466453,0.0051581734065375,0.2234848484848484,47182630126.953125,29.34243167099075
ADC,61.73851013183594,2021-09-30,0.5254103239237837,47.88783416070806,29.376330898282728,0.0439092831312206,0.0293450725362681,1.2892316224752622,3.836598806061534,0.4591896250351059,0.418828609616505,0.041803137584892,1.228022802280228,5749857678.894959,19.26457000045217
AGNC,12.10611057281494,2021-09-30,0.4038864545627739,20.344827586206897,7.493511131686984,0.0794081842869182,0.0123246857059806,0.5950461129010733,23.857142857142858,4.369884820676093,0.5608465608465608,0.134707741741474,1.009433962264151,52039497439.67056,57.56581575184797
AIG,53.24390411376953,2021-09-30,1.986130465696589,78.55863870311586,6.701964578028799,0.1028012888703883,0.011210490921318,0.67776001459223,7.420731707317073,0.4864098176155897,0.129879236462797,0.0248084062971675,0.1655668866226754,73217044798.11124,5.009376354550577
AL,38.40251541137695,2021-09-30,0.876303879465955,57.6904844155551,10.955821465374706,0.0652129634284726,0.0158932066303057,0.6656646377720912,2.057494301658414,2.6757990049186007,0.2046428183310486,0.0233587819891093,0.2384359540512591,20125627525.86505,34.200269729099915
APD,246.43865966796875,2021-09-30,2.7619909502262443,63.74660633484163,22.30625155087692,0.1803289585441331,0.090903675463156,3.865910263104848,23.02694610778444,0.5640597649874074,0.2148463623244517,0.0243835515979991,0.5439056356487549,57631243786.62109,19.853673620856103
AKAM,105.70999908447266,2021-09-30,1.1015337347015015,28.21278004714069,23.99154827362559,0.1561751423094003,0.0881851031516947,3.746883465856324,11.613095238095235,0.4274045842339624,0.2124416253358806,0.0,0.0,17863855403.695984,20.053001467949045
ALK,60.45000076293945,2021-09-30,1.548218742016249,28.179177206491623,9.761217701740142,0.2197677711696403,0.055899726264227,2.14520105821307,9.555555555555555,0.7504956103086944,0.1007268951194184,0.0,0.0,9729704936.55035,9.248768951093489
ALB,215.9391326904297,2021-09-30,-3.357791341813705,48.67764327725345,-16.077468096468326,-0.2759206170018313,-0.1450403306769322,4.4361049170048,182.16481994459835,0.3551206192497659,-0.4729076316632272,0.0099888771481605,-0.1605958536690929,26686744985.595703,-13.170158567320453
AA,49.50887298583984,2021-09-30,1.8021390374331552,29.203208556149733,6.868070659014874,0.3476018566271274,0.0949496372473057,1.695323063239709,9.0,0.01985559566787,0.1100228534116878,0.0172820531282695,0.1186943620178041,7883159248.352051,2.6489110377527054
ARE,179.89414978027344,2021-09-30,0.6837538282047543,112.50693385657657,65.7744579846078,0.0280229118078509,0.0144470070400218,1.5989605583741342,10.742222097651211,0.6291813662184907,0.0911158773261062,0.0251528571053092,1.6544155428660068,36075467070.95337,15.180645052690092
ALGN,673.0599975585938,2021-09-30,2.295046416070613,44.59952823010196,73.31659970421762,0.2058359365802974,0.1281171743766359,15.091190967000394,315.41062801932367,0.0211421756718253,0.1781355755355318,0.0,0.0,51908656927.49024,48.86716460262298
ALLE,131.6036376953125,2021-09-30,1.5998571522667555,9.672725193774475,20.564904421130667,0.6641981022911363,0.184169153271088,13.605642159669207,12.439024390243905,1.6653552418421662,0.200139470013947,0.0109452056476692,0.2250871080139372,12739555137.729004,19.6234675565758
LNT,52.83147430419922,2021-09-30,1.0345070532151666,23.905500824296418,12.767306452866404,0.1730994152046783,0.0565224507610889,2.2100132807300907,4.5,1.234920634920635,0.2709205020920502,0.0305437479237321,0.3899613899613899,20597929485.1696,10.933083590854348
ALSN,34.37393569946289,2021-09-30,0.8867924528301887,6.669811320754717,9.690524425912413,0.5318246110325319,0.0828741459113951,5.1536593835121165,146.0,3.582743988684583,0.1657848324514991,0.0219560828800837,0.2127659574468085,5915637184.143066,10.794958365224574
ALL,122.14431762695312,2021-09-30,1.7638888888888888,92.73263888888889,17.31179304948942,0.0805118036589472,0.0161270983213429,1.3171664161666417,9.08695652173913,0.298552134385873,0.0431089743589743,0.0308150961257515,0.5037174721189591,42467563476.5625,14.425123463506283
ALLY,47.52439498901367,2021-09-30,1.953667535825608,49.45381848739228,6.081433268139219,0.1647290184510382,0.0158942762746673,0.9609853484039764,3.0427927927927927,0.8644803053964949,0.3586901763224181,0.0293719771329361,0.1713483146067415,20645475688.556347,3.6972556748847327
ALNY,177.4499969482422,2021-09-30,-1.711700703046535,6.326523267492467,-25.91720571131557,-1.082237829957415,-0.2355939686312841,28.048580467574084,-4.071162536624125,0.5738894261489391,-1.0899681825691645,0.0,-0.0,20541533635.375977,-36.48792406562358
GOOGL,134.35350036621094,2021-09-30,28.48881119091536,367.9458748694865,1.179002341181002,0.3097065425834229,0.2180292052745658,0.3651447387849293,300.53246753246754,-0.0006501285946182,0.2916461310990635,0.0,0.0,65424353330.41382,0.6696179617048823
GOOG,134.52099609375,2021-09-30,28.48881119091536,367.9458748694865,1.1804721789922097,0.3097065425834229,0.2180292052745658,0.3655999571715969,300.53246753246754,-0.0006501285946182,0.2916461310990635,0.0,0.0,65535684725.58594,0.6707574380330993
AYX,71.6500015258789,2021-09-30,-0.8620720386186409,6.07986632008912,-20.778426371619933,-0.5671651271477327,-0.1575234413113971,11.784798834989624,-4.807379925799659,1.8441661556652749,-0.511230709604679,0.0,-0.0,5394180352.729797,-30.829525128765244
MO,41.45675277709961,2021-09-30,-1.477741585233442,-0.6655808903365906,-7.01353220200381,8.593528018942383,-0.2751996764735618,-62.28657309577282,11.093984962406015,-22.199684293606943,-0.4174846625766871,0.0833384201815808,-0.5844966936076414,101533338615.41748,8.549455929220064
AMZN,165.05599975585938,2021-09-30,6.224852071005917,237.79881656804733,6.62891253772344,0.1047078729969145,0.0330120343300052,0.6940993321076001,9.744421906693711,0.426130519889851,0.0286357202482488,0.0,0.0,105115391876.2207,3.599349126017693
AMC,355.3999938964844,2021-09-30,-0.4367560828317067,-3.200085714842304,-203.4316222868893,0.5459304803068119,-0.0811033235360614,-111.05952326467543,-1.2769385699899296,-3.1550496134412858,-0.2937631027253669,1.5347723600385056e-05,-0.0031222123104371,186007778866.88232,-5812.7430895900725
AMD,100.3499984741211,2021-09-30,0.7615511551155115,5.887788778877888,32.94263221848179,0.5173766816143498,0.3310320093248453,17.043749740840074,144.57142857142858,0.0438621076233183,0.2143520668834184,0.0,0.0,119497198150.63477,26.93805188246952
DOX,73.38098907470703,2021-09-30,0.9740182936445356,28.66412237817379,18.83460237695678,0.1375298350115165,0.0758779404813496,2.5600291579337786,,0.2452693327395325,0.1136061597945018,0.0195912885951981,0.3689941307427646,9478286034.454346,13.728369612602178
AMED,150.02000427246094,2021-09-30,1.38094292019751,29.112563294367806,27.15897994013472,0.1988635359408968,0.092908659739013,5.15310186724383,21.41648351648352,0.494883260573711,0.0813138567440852,0.3296157896260823,8.952028618406434,5212810204.742813,19.755370885226
AEE,77.8807373046875,2021-09-30,1.6498447204968945,37.59704968944099,11.80122231158088,0.1755291688177594,0.0490408192701572,2.07145874338539,5.680851063829787,0.0474961280330407,0.2346769740474875,0.028312122103737,0.3341176470588235,20515077929.6875,8.463315977593853
AAL,21.01000022888184,2021-09-30,0.2610129434480754,-11.486113967001993,20.12352333119206,-0.09089686701627,0.0098776977366044,-1.829165224134172,1.4327731092436975,-4.769396261933576,0.0198987401389379,0.0,0.0,48780501771.88583,10.494944443176816
AEP,75.6272964477539,2021-09-30,1.5880816309071648,45.089747360951485,11.905448526054842,0.1429206260857075,0.0368786998868389,1.6772614812485838,3.6463615409944015,1.664518069314708,0.172182565433701,0.0396972079037869,0.4726130653266331,73616548106.95862,12.985350332843897
AXP,166.4617156982422,2021-09-30,2.347043701799486,31.060411311053983,17.73099874222788,0.2990256284287235,0.039695652173913,5.359288839777878,8.980456026058633,1.5039711782526817,0.1625278148642634,0.011304389505336,0.2004381161007667,138802214813.23242,10.847312817539263
AFG,102.36011505126952,2021-09-30,2.582699207953374,61.79609063778849,9.908249742754933,0.1671755725190839,0.0292565626878632,1.6564173234071222,12.125,0.3748091603053435,0.1248574686431014,0.0972392041630973,0.9634703196347032,7810626774.65332,6.68718045775113
AMH,37.32274627685547,2021-09-30,0.1319063741408099,20.316677272447787,70.73719242144709,0.0328481112640793,0.0184671320859138,1.837049719122637,-2.885712448146124,0.5984775383658876,0.1525006445770631,0.0143217402360169,0.8927032432320983,15563331518.831224,817.9173596190468
AMT,255.1799468994141,2021-09-30,1.587583908091408,21.27406353409792,40.183694480468624,0.5344470727380248,0.0477779613414835,11.994885062292562,4.425033171163202,0.4300709639266706,0.2945850140569612,0.019894804596496,0.7994467496542186,115261244437.51526,17.876612140566298
AWK,163.5364990234375,2021-09-30,1.5274725274725274,37.72527472527472,26.765865847361177,0.1619574715991844,0.0438953144120317,4.334931957801577,4.128712871287129,1.6136032624526653,0.2541133455210237,0.0146487445304859,0.3920863309352518,40772642822.265625,17.635226134197936
COLD,27.51418113708496,2021-09-30,0.0198448839304451,15.051159915847496,346.61554627278366,0.0052820783491659,0.0026054579274404,1.8280439043183003,1.2002924554400665,0.6750406831780671,0.007468877326441,0.0314580622139308,10.903853418964866,9893417807.872469,22.54591444142929
AMP,260.9198913574219,2021-09-30,8.857388316151203,49.029209621993125,7.364470260427717,0.7226213422113195,0.0241556646322177,5.321723384265622,19.95522388059701,0.5311021552479411,0.354783207157605,0.0169898495191733,0.1251212415130941,25666075354.003902,4.332558297434826
AME,125.15135955810548,2021-09-30,1.1137210117185978,28.37032326719181,28.093067797334346,0.1570261996988288,0.0881735353534488,4.411347674096959,16.611838249658135,0.4313684321593267,0.1812836879182935,0.0063844896492257,0.1793599005670783,31401773940.4068,18.924757210531936
AMG,153.27435302734375,2021-09-30,2.194871794871795,67.4940170940171,17.45823530393226,0.1947741666350639,0.0633479698061078,2.2709324415205168,7.080701754385965,0.9449732640600704,0.2348637278214743,0.0302457478654005,0.5280373831775701,10330349652.09961,8.467499714835746
AMGN,199.6652984619141,2021-09-30,3.334513274336284,14.543362831858406,14.969598411754438,0.9171230376049652,0.1159509485636914,13.728963567114697,8.033783783783784,4.573323597419983,0.2939157566302652,0.0354221110336331,0.5302547770700637,138420893630.98145,11.18823905843691
APH,72.95719146728516,2021-09-30,0.7135686799397691,9.947967207629246,25.56067604923584,0.2869203989303553,0.1142964337636757,7.333879368976326,19.86206896551724,0.882742730284734,0.1513216249778251,0.0079437674206866,0.2030480656506448,47587113339.99634,20.08234020087624
ADI,160.70115661621094,2021-07-31,1.3668967879770877,33.306587045722914,29.39160403874339,0.1641593341401959,0.0930283408629562,4.82490614831241,13.814393515304866,0.3118746362819262,0.2861586499838247,0.0172043518162794,0.5056634963273204,61516588481.3759,20.15811116719573
NLY,25.59715843200684,2021-09-30,0.3581153595933879,9.461021934888548,17.869352532847525,0.1516284145441728,0.0270924873986193,2.7055384300098204,11.160533724572742,4.049950495707267,1.0452213157158414,0.0371451194641428,0.663759234579504,91543336346.26352,40.57441075119029
ANSS,340.9599914550781,2021-09-30,0.9782551381836104,49.73972649846972,87.13473053874283,0.0786699249915423,0.0571350911301423,6.854882715641149,36.30343187223921,-0.0003456823354482,0.1934455808218184,0.0,0.0,28662670694.54956,53.79832331271737
