,0
0,0.37390703784414137
1,0.016556421433634894
2,0.8254137500676375
3,-0.14060931283340827
4,-0.3488819204694481
5,-0.4563580117233782
6,0.13641481449315984
7,-0.1896904713134253
8,0.11000716434792945
9,15.75199512655772
10,-0.07357422604753827
11,4.0134975355552225
12,1.7795377895486717
13,0.7134813345516302
14,0.33051611668527525
15,0.06696234229936504
16,-0.06970262240742897
17,1.3114245753782678
18,0.5076435130596502
19,-0.5514716568283209
20,1.3025915891946345
21,-0.197906594880927
22,-0.37329977664706815
23,1.3743152406150965
24,-0.691504527364506
25,1.4147761693487606
26,0.19189972797578436
27,63.78626190007219
28,2.6390862433809605
29,-0.2723360833134374
30,-0.02021127649245469
31,-0.04962502197433216
32,-0.5186280402073169
33,2.0286851957212026
34,0.46551522808884394
35,0.5248512560402026
36,-0.8363211190000747
37,3.521571150266446
38,0.20183194003486737
39,-0.6472857672748396
40,3.7854650479329237
41,-0.08205265756700342
42,0.6308406143610443
43,-0.42158736802936925
44,4.155875729677761
45,-0.06460590925517118
46,-0.0409032652788498
47,-0.36626830648599806
48,0.24096898927042298
49,-0.23874327445893095
50,-0.36668411589066774
51,1.2693534161786628
52,0.6932984373935496
53,-0.024552549057206163
54,0.1071478885747128
55,1.5180644402026373
56,0.7238420070672797
57,-0.3309503118584569
58,0.20853114455664445
59,0.052165012020381374
60,0.10175367668216606
61,-0.52166006465661
62,-0.26950846265739925
63,-0.8092739058033581
64,6.1165671357475855
65,1.6990622530858572
66,2.599036595625407
67,0.043603650649221226
68,0.49120793616875735
69,0.2305546557817646
70,-0.240183195467933
71,2.374807855333095
72,0.41691540404168914
73,-0.34582214774413655
74,0.7906343091591508
75,0.05071619400768412
76,0.2336312220700345
77,0.05473550737812394
78,0.9930156029311581
79,0.3333952853810591
80,-0.21967660753010831
81,-0.15858047550717536
82,-0.007078138671904988
83,0.9286206503263859
84,-0.0011140377891967201
85,-0.4117507058631946
86,3.6900681242275786
87,1.401137362403262
88,-0.7235215282138123
89,-0.18841887441400662
90,-0.5541978670736425
91,-0.5644892732499154
92,6.377373463325693
93,-0.49942043640594214
94,-0.011476595373545506
95,2.1185332326368527
96,1.8243813235628221
97,-0.6938269329274213
98,-0.7525640073669364
99,0.06444678959997296
100,-0.35591117633687086
101,1.716204398069626
